i,seed,scene,ref_mode,near,wind,m2_bucket,ref_speech_gain_db,snr_db,clipped,n_speech,n_noise,auc_item
0,101,firefight,physical,pos,no,physical,-11.778589157984928,15.081185340881348,True,22947,9721,0.8660737872123718
1,102,helicopter,low_ild,pos,no,-6..+3,-2.8900508171746075,-4.698622703552246,True,1721,74717,0.2669570744037628
2,103,apc,physical,none,no,physical,-16.562931482630663,-11.42763614654541,True,6515,64663,0.9535586833953857
3,104,drone,mono,none,no,-6..+3,0.0,10.786697387695312,False,5218,32136,0.5000000596046448
4,105,command_post,physical,pos,no,physical,-12.820347707572246,6.278806209564209,False,3952,60438,0.8481243252754211
5,106,patrol,mono,pos,yes,-6..+3,0.0,9.315747261047363,False,9511,12256,0.5000000596046448
6,107,artillery,mono,pos,no,-6..+3,0.0,6.724081993103027,True,32508,4740,0.5000000596046448
7,108,helicopter,physical,pos,yes,physical,-11.944312472373046,-18.671974182128906,True,889,56368,0.7382743954658508
8,109,windy_ridge,physical,pos,yes,physical,-10.242429213003838,6.092716217041016,False,18264,6722,0.7991493344306946
9,110,artillery,physical,pos,yes,physical,-14.487530763323544,19.126928329467773,False,14331,3689,0.8528433442115784
10,111,apc,physical,none,no,physical,-11.994486103394987,-5.308842182159424,True,6737,8001,0.899925947189331
11,112,windy_ridge,stereo,unspatialised,yes,-6..+3,0.9329944209167707,12.486019134521484,False,6941,3489,0.32576122879981995
12,113,apc,physical,neg,no,physical,-15.407303423811225,-18.656190872192383,True,583,76772,0.7716498970985413
13,114,patrol,physical,pos,no,physical,-15.448843496647797,11.098618507385254,False,8575,14173,0.8227987289428711
14,115,helicopter,low_ild,neg,yes,-6..+3,-1.8764319456387497,-15.321405410766602,True,886,54040,0.7143406271934509
15,116,command_post,physical,pos,no,physical,-13.862608742295905,2.7200498580932617,False,3473,56229,0.7473620176315308
16,117,apc,physical,neg,no,physical,-14.083284662125791,-8.380905151367188,True,1676,58948,0.8559435606002808
17,118,command_post,physical,none,no,physical,-12.083870221221936,13.888570785522461,False,4422,11859,0.987432599067688
18,119,drone,mono,pos,no,-6..+3,0.0,33.185874938964844,False,17937,152,0.4999955892562866
19,120,patrol,physical,pos,no,physical,-12.85116343344145,17.856178283691406,False,9327,4904,0.8673762083053589
20,121,apc,physical,pos,no,physical,-14.534776468471845,-11.902704238891602,True,1352,76644,0.806044340133667
21,122,firefight,mono,pos,yes,-6..+3,0.0,7.348547458648682,False,5114,34615,0.5
22,123,patrol,physical,none,yes,physical,-10.44802856908003,9.46806526184082,False,22418,5984,0.9115164875984192
23,124,windy_ridge,physical,neg,yes,physical,-16.811493406954757,-0.8579646348953247,False,15082,10317,0.8667899370193481
24,125,artillery,physical,pos,no,physical,-10.776709828784828,22.363201141357422,False,40238,1189,0.918954074382782
25,126,command_post,low_ild,none,no,-6..+3,-1.6743528677634671,7.338645935058594,False,5019,24990,0.9418757557868958
26,127,apc,physical,pos,no,physical,-13.416393128685957,-25.091079711914062,True,187,78152,0.568392276763916
27,128,artillery,physical,neg,no,physical,-10.609377374770027,19.399261474609375,False,14967,3736,0.9564436674118042
28,129,apc,physical,none,no,physical,-18.0381292292413,-9.863059997558594,True,1332,75485,0.7013360261917114
29,130,patrol,physical,pos,no,physical,-12.523351706824371,20.43487548828125,False,18647,3427,0.9096000790596008
30,131,helicopter,physical,pos,no,physical,-15.10560770681495,-9.287920951843262,True,3408,48431,0.8679326176643372
31,132,windy_ridge,physical,none,yes,physical,-16.789096198573358,6.8323540687561035,False,13501,5709,0.9207332730293274
32,133,artillery,mono,neg,no,-6..+3,0.0,22.779144287109375,False,17208,4130,0.49999988079071045
33,134,artillery,physical,pos,no,physical,-10.814850592237143,17.92120361328125,False,14829,8885,0.8495326638221741
34,135,apc,physical,pos,no,physical,-11.384712888339836,-12.59774112701416,True,264,88992,0.5417963862419128
35,136,patrol,physical,neg,yes,physical,-10.817748441160418,18.189250946044922,False,3846,25828,0.9887294173240662
36,137,apc,physical,pos,no,physical,-12.44088356277183,-10.130924224853516,True,888,85814,0.7011752128601074
37,138,windy_ridge,mono,none,yes,-6..+3,0.0,6.222012042999268,False,9705,4990,0.49999991059303284
38,139,helicopter,physical,none,yes,physical,-9.171356599527495,-4.72476863861084,False,7084,37626,0.850690484046936
39,140,helicopter,mono,neg,yes,-6..+3,0.0,-8.208230972290039,True,2605,39581,0.5
40,141,command_post,low_ild,neg,no,-6..+3,-4.641031950704026,-3.2205429077148438,False,4084,59245,0.9864083528518677
41,142,patrol,physical,none,yes,physical,-10.799603803431907,17.185081481933594,False,10573,5519,0.952721893787384
42,143,command_post,physical,neg,no,physical,-14.645963880597144,14.876789093017578,False,7611,14331,0.9854207038879395
43,144,patrol,stereo,none,no,-6..+3,-0.7718965395267006,29.332874298095703,False,26274,658,0.5644180178642273
44,145,apc,physical,none,no,physical,-8.502766451938538,3.416781425476074,True,6168,36672,0.8188197612762451
45,146,firefight,mono,none,yes,-6..+3,0.0,26.311237335205078,False,24946,1309,0.49999934434890747
46,147,windy_ridge,mono,none,yes,-6..+3,0.0,19.759057998657227,False,36200,1308,0.5000003576278687
47,148,artillery,physical,pos,no,physical,-15.613904883655934,13.497462272644043,False,7700,9830,0.9149795770645142
48,149,apc,physical,pos,no,physical,-10.290005718029729,-19.789196014404297,True,895,79632,0.6703641414642334
49,150,command_post,physical,none,no,physical,-13.62862532691991,24.38234519958496,False,11511,2182,0.9918060898780823
50,151,firefight,physical,pos,yes,physical,-16.093151940633888,17.036415100097656,True,22242,15102,0.953113853931427
51,152,apc,mono,pos,no,-6..+3,0.0,-15.093973159790039,True,148,91332,0.5
52,153,artillery,physical,pos,no,physical,-11.713797551940054,8.0770902633667,False,9735,38982,0.849086344242096
53,154,drone,physical,neg,no,physical,-8.505494214567406,19.592071533203125,False,18841,2168,0.8687288165092468
54,155,windy_ridge,physical,neg,yes,physical,-9.183588088969518,-2.4971909523010254,False,19206,11580,0.803572416305542
55,156,patrol,physical,none,no,physical,-12.044519354629614,23.391521453857422,False,9427,2906,0.9955204129219055
56,157,command_post,physical,none,no,physical,-16.57104258966895,1.7188276052474976,False,3524,63639,0.8412073850631714
57,158,windy_ridge,stereo,none,yes,-6..+3,0.04418352724669461,16.32119369506836,False,9951,1964,0.3466673195362091
58,159,helicopter,low_ild,none,yes,-6..+3,-5.097234620181542,-8.607994079589844,True,2000,48745,0.6956546306610107
59,160,helicopter,physical,pos,yes,physical,-10.716613663278157,-14.320940971374512,True,213,89152,0.5802683234214783
60,161,drone,physical,none,no,physical,-16.29785869634089,23.065650939941406,False,28133,676,0.9966690540313721
61,162,apc,mono,pos,no,-6..+3,0.0,-17.83956527709961,True,341,72809,0.5000000596046448
62,163,patrol,stereo,unspatialised,no,-6..+3,-0.2194920866111616,20.36676025390625,False,18264,10718,0.33776405453681946
63,164,firefight,physical,pos,no,physical,-12.224432531029109,16.629043579101562,False,12769,12702,0.7813977599143982
64,165,helicopter,physical,none,yes,physical,-13.807644370900832,-8.363365173339844,True,1515,72294,0.7860747575759888
65,166,apc,physical,none,no,physical,-16.412454198933062,-3.7175419330596924,True,3789,40994,0.8436100482940674
66,167,helicopter,physical,none,yes,physical,-14.450194225536958,-1.0740735530853271,True,9547,29214,0.8887680768966675
67,168,patrol,low_ild,pos,no,-6..+3,2.5669238942387906,17.255203247070312,False,11741,1902,0.056082870811223984
68,169,windy_ridge,physical,pos,yes,physical,-12.858619210401912,-9.754633903503418,False,3039,15424,0.8275352716445923
69,170,command_post,mono,pos,no,-6..+3,0.0,1.6123435497283936,False,3653,48051,0.5
70,171,windy_ridge,physical,none,yes,physical,-10.422204875346985,10.090895652770996,False,19016,6508,0.8390974998474121
71,172,command_post,stereo,unspatialised,no,-6..+3,0.7134243758242178,8.168498039245605,False,4483,24343,0.3444560468196869
72,173,artillery,physical,pos,no,physical,-13.555266261928633,19.843809127807617,False,16281,4906,0.9454208612442017
73,174,windy_ridge,stereo,unspatialised,yes,-6..+3,-0.8828418735325556,-5.347548484802246,True,8599,15235,0.4170754551887512
74,175,artillery,physical,pos,no,physical,-10.532025068190546,28.312490463256836,False,25545,893,0.879421591758728
75,176,patrol,physical,neg,yes,physical,-11.25965693901179,20.511425018310547,False,18903,3036,0.9737297892570496
76,177,firefight,low_ild,none,yes,-6..+3,2.8712501989744226,11.105395317077637,True,17424,6632,0.5441315770149231
