i,seed,scene,ref_mode,near,wind,m2_bucket,ref_speech_gain_db,snr_db,clipped,n_speech,n_noise,auc_item
0,101,firefight,physical,pos,no,physical,-11.77858955577646,13.182068824768066,True,18987,14147,0.7835127115249634
1,102,helicopter,low_ild,pos,no,-6..+3,-2.890050500822994,-4.982964515686035,True,1716,76361,0.32006514072418213
2,103,apc,physical,none,no,physical,-16.562931509829156,-11.41472339630127,True,6445,64144,0.9436584711074829
3,104,drone,mono,none,no,-6..+3,0.0,11.530065536499023,False,5459,29749,0.4999999403953552
4,105,command_post,physical,pos,no,physical,-12.820347941675415,6.887285232543945,False,3993,60087,0.7729856967926025
5,106,patrol,mono,pos,yes,-6..+3,0.0,7.865123748779297,False,9640,11167,0.5
6,107,artillery,mono,neg,no,-6..+3,0.0,8.984908103942871,True,32142,5026,0.49999991059303284
7,108,helicopter,physical,pos,yes,physical,-11.944312740096002,-16.91940689086914,True,996,56853,0.7479261755943298
8,109,windy_ridge,physical,pos,yes,physical,-10.242429763186117,10.696234703063965,False,18488,4499,0.7993629574775696
9,110,artillery,physical,pos,yes,physical,-14.487530419344392,15.749882698059082,False,14045,3916,0.8426465392112732
10,111,apc,physical,none,no,physical,-11.99448630711398,-5.362908363342285,True,6506,7348,0.909264862537384
11,112,windy_ridge,stereo,unspatialised,yes,-6..+3,0.9329773868859483,8.426277160644531,False,6029,4528,0.319461464881897
12,113,apc,physical,pos,no,physical,-15.407302865572003,-18.41706657409668,True,481,74238,0.593471348285675
13,114,patrol,physical,pos,no,physical,-15.448843713350008,11.011037826538086,False,8979,14145,0.8237584233283997
14,115,helicopter,low_ild,neg,yes,-6..+3,-1.8764318796665194,-15.627023696899414,True,870,53467,0.6565160155296326
15,116,command_post,physical,pos,no,physical,-13.862608671455469,7.4116058349609375,False,4550,64440,0.7421826720237732
16,117,apc,physical,pos,no,physical,-14.083284336282269,-8.343273162841797,True,1588,57273,0.7059585452079773
17,118,command_post,physical,none,no,physical,-12.08386970021511,13.479415893554688,False,4407,12507,0.8613756895065308
18,119,drone,mono,pos,no,-6..+3,0.0,33.45951843261719,False,17999,155,0.49999624490737915
19,120,patrol,physical,neg,no,physical,-12.851163419193256,18.22412109375,False,9136,2957,0.9385353922843933
20,121,apc,physical,pos,no,physical,-14.534776172687085,-10.788276672363281,True,1485,77482,0.6908387541770935
21,122,firefight,mono,pos,yes,-6..+3,0.0,7.88569450378418,True,4287,31948,0.5
22,123,patrol,physical,none,yes,physical,-10.448029116737501,9.643617630004883,False,21867,5409,0.8853119611740112
23,124,windy_ridge,physical,neg,yes,physical,-16.811493488852506,-0.7365556955337524,False,15264,10314,0.8494384288787842
24,125,artillery,physical,pos,no,physical,-10.77670927956029,22.827945709228516,False,40744,800,0.7013960480690002
25,126,command_post,low_ild,none,no,-6..+3,-1.6743527435576269,7.40960693359375,False,4873,27041,0.8736673593521118
26,127,apc,physical,pos,no,physical,-13.416392776365278,-24.703201293945312,True,248,70613,0.5012273788452148
27,128,artillery,physical,pos,no,physical,-10.609377296349631,20.21876335144043,False,15722,4735,0.7733566761016846
28,129,apc,physical,none,no,physical,-18.0381294320631,-9.839152336120605,True,1275,75135,0.7219884991645813
29,130,patrol,physical,neg,no,physical,-12.523351819768727,22.32114601135254,False,18714,3591,0.95387864112854
30,131,helicopter,physical,pos,no,physical,-15.105607235070636,-9.52540397644043,True,2653,45902,0.7754004597663879
31,132,windy_ridge,physical,none,yes,physical,-16.789095880789787,6.843705654144287,False,13490,5822,0.9242374897003174
32,133,artillery,mono,pos,no,-6..+3,0.0,23.006174087524414,False,17317,3660,0.5000000596046448
33,134,artillery,physical,pos,no,physical,-10.814850152784885,19.415002822875977,False,15071,8125,0.7972491979598999
34,135,apc,physical,pos,no,physical,-11.384712218687383,-12.562372207641602,True,251,88949,0.5510426759719849
35,136,patrol,physical,pos,yes,physical,-10.81774764323606,18.28131103515625,False,3982,24753,0.542559802532196
