i,seed,scene,ref_mode,near,wind,m2_bucket,ref_speech_gain_db,snr_db,clipped,n_speech,n_noise,auc_item
0,55:0,command_post,physical,none,no,physical,-18.946006628146606,1.8021326065063477,False,8783,13410,0.9988806843757629
1,55:1,helicopter,low_ild,pos,yes,-6..+3,-0.3526243126800068,-10.305797576904297,True,4861,34921,0.5086032152175903
2,55:2,command_post,physical,pos,no,physical,-11.231816755070426,6.657046794891357,False,4486,48826,0.8548217415809631
3,55:3,apc,low_ild,pos,no,-6..+3,1.1592716579700593,-5.598716735839844,True,2932,59526,0.1490219384431839
4,55:4,command_post,physical,none,no,physical,-12.658184299736511,10.086058616638184,False,5127,41854,0.9315261244773865
5,55:5,helicopter,physical,pos,no,physical,-14.812135974588191,-18.123870849609375,True,253,84259,0.5853248834609985
6,55:6,apc,low_ild,pos,no,-6..+3,-3.5507883516125247,-15.270089149475098,True,239,87618,0.3591463565826416
7,55:7,command_post,physical,pos,no,physical,-13.365287446864471,9.38587760925293,False,6971,12839,0.970235288143158
8,55:8,firefight,low_ild,pos,no,-6..+3,-2.967586292204146,3.78609037399292,False,11155,10863,0.3195837736129761
9,55:9,windy_ridge,physical,pos,yes,physical,-9.321046167188587,19.11463165283203,False,10336,2167,0.7860791087150574
10,55:10,command_post,physical,pos,no,physical,-11.186537292329007,8.480477333068848,False,6982,39322,0.9493666291236877
11,55:11,windy_ridge,physical,pos,yes,physical,-13.83110587516115,15.297252655029297,False,10624,2619,0.8787779808044434
12,55:12,patrol,low_ild,pos,yes,-6..+3,-1.0555823341166928,10.858025550842285,False,20279,2769,0.8668243885040283
13,55:13,patrol,low_ild,pos,yes,-6..+3,-3.542325347289591,39.7765998840332,False,14464,56,0.0022025126963853836
14,55:14,apc,mono,pos,no,-6..+3,0.0,-17.39300537109375,True,1297,21810,0.5
15,55:15,apc,low_ild,pos,no,-6..+3,-4.757537852248596,-7.45216178894043,True,1412,52437,0.40399783849716187
16,55:16,drone,physical,pos,no,physical,-9.833251953326162,13.913517951965332,False,17064,3940,0.9298123717308044
17,55:17,drone,physical,pos,no,physical,-11.673379806011617,14.395263671875,False,11242,23380,0.9823969602584839
18,55:18,drone,physical,pos,no,physical,-15.800252897931006,13.32240104675293,False,7579,16107,0.8680875897407532
19,55:19,patrol,stereo,unspatialised,no,-6..+3,0.010538518503913963,8.270801544189453,False,7924,20454,0.38819655776023865
20,55:20,command_post,physical,none,no,physical,-11.5798894104435,14.92524528503418,False,20131,32384,0.8851709961891174
21,55:21,artillery,physical,pos,no,physical,-11.652246385600797,28.349458694458008,False,17902,4170,0.7970224618911743
22,55:22,firefight,physical,neg,yes,physical,-16.748328707163537,-0.35798215866088867,False,8623,34279,0.9413628578186035
23,55:23,firefight,low_ild,pos,yes,-6..+3,-1.4467482304286037,16.05098533630371,True,12833,23734,0.30989786982536316
24,55:24,helicopter,physical,pos,yes,physical,-15.654033017543181,-16.14069366455078,True,1212,68214,0.7368713021278381
25,55:25,drone,physical,pos,no,physical,-15.272682264634014,19.42833709716797,False,11196,6040,0.9790403842926025
26,55:26,drone,physical,pos,no,physical,-16.11893692370372,23.10378646850586,False,14590,1256,0.9974238276481628
27,55:27,windy_ridge,physical,neg,yes,physical,-9.98974399171631,-3.6800501346588135,False,8141,12755,0.7482491731643677
28,55:28,windy_ridge,low_ild,pos,yes,-6..+3,-5.847705931962388,5.343420505523682,False,25279,4771,0.6015028953552246
29,55:29,apc,stereo,unspatialised,no,-6..+3,0.2650205766894054,-9.100181579589844,True,615,70878,0.40374282002449036
30,55:30,drone,physical,pos,yes,physical,-9.01170778164989,16.6489200592041,False,15584,7791,0.9842071533203125
31,55:31,drone,physical,pos,no,physical,-13.334957458706342,4.627793788909912,False,10601,5362,0.8859432935714722
32,55:32,artillery,physical,pos,no,physical,-11.805597799110242,34.22649002075195,True,26919,1195,0.4847221076488495
33,55:33,command_post,mono,none,no,-6..+3,0.0,11.988786697387695,False,3164,44930,0.4999999403953552
34,55:34,patrol,physical,pos,yes,physical,-11.103353574409347,11.609962463378906,False,17311,6428,0.9120825529098511
35,55:35,artillery,physical,none,no,physical,-13.091398354822978,27.53267478942871,False,24211,1565,0.9716560244560242
36,55:36,apc,physical,pos,no,physical,-9.178425139805945,-14.727686882019043,True,1133,46314,0.7019323110580444
37,55:37,command_post,low_ild,none,no,-6..+3,-5.357705878137345,12.86465072631836,False,9380,15362,0.9235550165176392
38,55:38,helicopter,physical,pos,yes,physical,-13.243398508419887,-9.213772773742676,True,3557,43629,0.8099187612533569
39,55:39,apc,physical,pos,no,physical,-8.959697279991065,-7.568113803863525,True,2567,61196,0.7286972999572754
40,55:40,firefight,low_ild,pos,no,-6..+3,-0.07131613192816388,5.68501091003418,False,36658,6842,0.3011460304260254
41,55:41,firefight,physical,pos,yes,physical,-11.150726343872865,23.56672477722168,False,31593,4760,0.7233223915100098
42,55:42,helicopter,physical,pos,no,physical,-13.959262710438509,-16.706621170043945,True,683,70602,0.7322002649307251
43,55:43,command_post,low_ild,pos,no,-6..+3,-4.482649725380355,15.704550743103027,False,9396,16911,0.6423582434654236
44,55:44,patrol,low_ild,pos,no,-6..+3,-0.735697200612222,21.020296096801758,False,21338,2432,0.6530717015266418
45,55:45,command_post,physical,none,no,physical,-12.801920281155404,7.059916973114014,False,2135,32535,0.909510612487793
46,55:46,windy_ridge,mono,none,yes,-6..+3,0.0,-0.32871687412261963,False,14784,10299,0.5
47,55:47,drone,physical,pos,no,physical,-10.097090019833217,-0.3953983187675476,False,15529,5155,0.8133993744850159
48,55:48,apc,low_ild,pos,no,-6..+3,-4.625216491935934,-23.429092407226562,True,720,62822,0.47391360998153687
49,55:49,patrol,low_ild,pos,no,-6..+3,-1.2822075002569662,14.42121410369873,False,12928,3601,0.2771431803703308
50,55:50,command_post,low_ild,pos,no,-6..+3,1.2290946609898867,20.616317749023438,False,14471,5872,0.5771661996841431
51,55:51,firefight,physical,pos,no,physical,-12.825287295230932,10.560195922851562,True,4018,32298,0.7531471848487854
52,55:52,artillery,physical,none,no,physical,-10.11517552113877,15.38848876953125,True,29013,2893,0.8499203324317932
53,55:53,firefight,physical,pos,no,physical,-15.450283696063282,15.931636810302734,True,7651,10888,0.8533587455749512
54,55:54,helicopter,stereo,unspatialised,yes,-6..+3,-0.7476320718005312,-17.606639862060547,True,272,78812,0.5164303183555603
55,55:55,drone,physical,pos,no,physical,-11.351887380375643,28.999156951904297,False,14353,748,0.9980868101119995
56,55:56,command_post,physical,pos,no,physical,-10.285342972315988,13.133292198181152,False,16841,10342,0.628122866153717
57,55:57,patrol,physical,pos,yes,physical,-12.847819072905615,15.644024848937988,False,11983,3494,0.8681050539016724
58,55:58,windy_ridge,physical,pos,yes,physical,-11.141555544686945,3.30790638923645,False,20597,8906,0.8794498443603516
59,55:59,firefight,mono,neg,no,-6..+3,0.0,5.32706356048584,False,6536,16725,0.5
60,55:60,command_post,physical,pos,no,physical,-9.960350767158282,3.780193328857422,False,3241,42206,0.9828069806098938
61,55:61,firefight,physical,pos,no,physical,-13.96556734162774,16.826725006103516,False,11520,12420,0.8716393709182739
62,55:62,firefight,low_ild,pos,no,-6..+3,-3.3320087819272572,8.908370018005371,False,11436,23433,0.4410977363586426
63,55:63,firefight,physical,neg,no,physical,-10.385675248499243,18.12458038330078,False,9070,14286,0.9650535583496094
64,55:64,drone,low_ild,pos,no,-6..+3,0.6757719157341384,24.669219970703125,False,19774,2664,0.3566426634788513
65,55:65,artillery,low_ild,none,no,-6..+3,-1.719276662856398,26.352294921875,False,21109,1431,0.8472192883491516
66,55:66,patrol,low_ild,pos,yes,-6..+3,-1.4863997646216163,23.01632308959961,False,20640,2924,0.22894330322742462
67,55:67,command_post,physical,pos,no,physical,-12.642406134307485,4.75605583190918,False,2851,58689,0.8606240153312683
68,55:68,drone,physical,pos,no,physical,-10.233796396315796,2.188044548034668,False,8859,3004,0.9999908208847046
69,55:69,patrol,physical,pos,no,physical,-16.438447848398397,13.134236335754395,False,10272,5723,0.9784612059593201
70,55:70,firefight,physical,pos,no,physical,-12.306249365393409,22.955930709838867,True,17356,2207,0.910321056842804
71,55:71,patrol,physical,pos,no,physical,-13.897607704650248,25.726898193359375,False,13228,2893,0.9127293825149536
72,55:72,apc,physical,none,no,physical,-14.759446411255972,-3.2631852626800537,False,5224,50873,0.8597739934921265
73,55:73,command_post,physical,neg,no,physical,-12.377505778499035,17.05337142944336,False,8604,12146,0.9522550106048584
74,55:74,firefight,physical,pos,no,physical,-11.113765066596173,-3.0509142875671387,False,13898,30756,0.7924568057060242
75,55:75,command_post,physical,pos,no,physical,-10.62429362349424,8.91666030883789,False,12481,9840,0.9584842920303345
76,55:76,firefight,physical,neg,no,physical,-9.799914476410155,2.2805497646331787,True,9604,38079,0.966768741607666
77,55:77,patrol,physical,none,no,physical,-11.072874906797814,36.111915588378906,False,19047,75,0.875342071056366
78,55:78,helicopter,low_ild,pos,no,-6..+3,-4.631681149833943,-13.11744499206543,True,952,51524,0.537682056427002
79,55:79,helicopter,mono,pos,yes,-6..+3,0.0,-10.3273286819458,True,862,76051,0.5
80,55:80,helicopter,physical,pos,no,physical,-16.737968166615456,-17.904584884643555,True,485,69731,0.6821691393852234
81,55:81,command_post,physical,pos,no,physical,-10.499897686400189,9.588094711303711,False,9603,13364,0.8741784691810608
82,55:82,helicopter,low_ild,pos,yes,-6..+3,1.3907218196974327,-17.26873016357422,True,396,85201,0.2587166726589203
83,55:83,command_post,physical,pos,no,physical,-10.506513449131937,9.152613639831543,False,4093,32598,0.9980095624923706
84,55:84,command_post,physical,pos,no,physical,-9.438696806313345,8.587318420410156,False,9552,20709,0.9791539907455444
85,55:85,command_post,physical,pos,no,physical,-11.94735804591624,6.17249870300293,False,5625,48037,0.794021487236023
86,55:86,helicopter,low_ild,pos,yes,-6..+3,-3.364366954637923,-8.419265747070312,True,1364,77041,0.4122181832790375
87,55:87,patrol,physical,pos,yes,physical,-11.83597969731639,15.87346076965332,False,15024,3429,0.8997998833656311
88,55:88,windy_ridge,low_ild,pos,yes,-6..+3,-4.919235695234949,11.57568359375,False,27058,3940,0.5960709452629089
89,55:89,command_post,low_ild,pos,no,-6..+3,0.3691828008967377,16.915048599243164,False,7483,10471,0.10051724314689636
90,55:90,windy_ridge,low_ild,pos,yes,-6..+3,-5.423580985725774,19.45166778564453,False,10997,1725,0.6296033263206482
91,55:91,patrol,low_ild,pos,no,-6..+3,1.2225021680435333,22.481794357299805,False,12016,5903,0.035704273730516434
92,55:92,command_post,physical,pos,no,physical,-10.497817809720274,5.311746120452881,False,6749,16082,0.7906177043914795
93,55:93,artillery,physical,none,no,physical,-15.276324459336756,35.21853256225586,False,24639,378,0.9473757743835449
94,55:94,command_post,low_ild,pos,no,-6..+3,-5.346875339158274,6.597756862640381,False,9700,36222,0.4809441864490509
95,55:95,patrol,physical,pos,no,physical,-14.493911676402057,22.834644317626953,False,13161,3588,0.9281078577041626
