system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,recovery_s,asr_text
cascade:runs/vaani_tier46_refiner/best.pt,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24360601,16.620018005371094,16.961130142211914,0.9980308968941055,2.972468852996826,3.282497945681111,4.091186408521398,2.916761853460366,nan,वो बद्यागा बादा वो बद्यागा वो बद्यागा वो बद्यागा वो बद्यागा वो बद्यागा वो बद्यागा वो बद्यागा वो बद्यागा वो बद्यागा वो बद्यागा वो बद्यागा वो बद्यागा वो बद्यागा वो बद्यागा वो बद्यागा वो बद्या
cascade:runs/vaani_tier46_refiner/best.pt,0001,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24359451,14.381793975830078,14.227505683898926,0.9501324093250096,2.3863213062286377,2.9789311385710397,3.9847507345328177,2.654699124592662,nan,रेना को एक और जद्काचिन नहीं चुपर किंख्स नहीं की आरी टेन.
cascade:runs/vaani_tier46_refiner/best.pt,0002,changing_-10,changing,-10.0,False,False,,,ls:2007-149877-0004,7.368218421936035,6.562833786010742,0.8372931546958178,1.2254180908203125,2.9756529863627015,3.6425983596023235,2.5934425488610593,nan,"fine clothes, good eating, in particular, a company and a point of shift of successful men."
cascade:runs/vaani_tier46_refiner/best.pt,0003,changing_-10,changing,-10.0,True,False,,,ls:2007-132570-0019,10.798739433288574,10.421987533569336,0.9227680465483701,1.6703975200653076,3.373205687988502,3.480878315436782,2.8486054303580746,nan,and nothing to be seen but the old castle walls. So they helped one another up again as fast as they could.
cascade:runs/vaani_tier46_refiner/best.pt,0004,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0075,11.756329536437988,11.458688735961914,0.9264622321615081,1.7311530113220215,3.506535565765309,4.1221041482077965,3.2167822589949187,nan,a session of Cromwell to Supreme Power in December 1653 with the title of Lord Protector
cascade:runs/vaani_tier46_refiner/best.pt,0005,changing_-10,changing,-10.0,True,False,,,ls:1081-128618-0002,8.765480041503906,8.427229881286621,0.7515869078836838,2.534193754196167,3.4232018245714775,4.12323923943823,3.1414868898003316,nan,Boiled perch with oyster sauce. Prepare and clean the fish and
cascade:runs/vaani_tier46_refiner/best.pt,0006,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_30625449,7.252820014953613,6.381377220153809,0.8287894709968098,1.5055913925170898,2.982535224721145,3.83549813852676,2.576972257892376,nan,अपने के राडियों पर लट्कुछ वोनी योज़् का भी किया बचाओ.
cascade:runs/vaani_tier46_refiner/best.pt,0007,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_35081300,13.834314346313477,13.858417510986328,0.8943397384955478,1.8376469612121582,2.6124013703893536,3.7356400489685173,2.191701211288167,nan,अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अग
cascade:runs/vaani_tier46_refiner/best.pt,0008,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0034,5.634896755218506,4.259393692016602,0.8042574573300771,1.2382768392562866,3.4012826571169117,3.7660774642491743,3.0056330315847894,nan,were on the enemies. The Dutch flutes covered the seas and the welfare
cascade:runs/vaani_tier46_refiner/best.pt,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27761653,5.677819728851318,4.432016372680664,0.7428938236930651,1.5564398765563965,2.522082902409381,3.446543104252013,1.989199728218098,nan,अदिन यादिन दो पर है विक्ण्सी तरे अपलाई
cascade:runs/vaani_tier46_refiner/best.pt,0010,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_26131771,-3.681671619415283,-3.026776075363159,0.8905422360819748,2.7303969860076904,2.804636927236931,3.781886838077293,2.4980672945640334,nan,तने वाद आईंस्टीन
cascade:runs/vaani_tier46_refiner/best.pt,0011,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26131962,13.610190391540527,13.600176811218262,0.8471380698276768,2.218865394592285,2.881101902060822,3.875657467360396,2.5793224454975094,nan,"मैं, आब चल रहा है"
cascade:runs/vaani_tier46_refiner/best.pt,0012,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27761476,11.658973693847656,11.351974487304688,0.8128875967890187,1.7562918663024902,2.7346489986669513,4.063182721938573,2.2957736884510416,nan,जीटिल जाएटे सबूट जीटिल जाएटे सबूट जीटिल जाएटे सबूट जीटिल जाएटे सबूट जीटिल जाएटे सबूट
cascade:runs/vaani_tier46_refiner/best.pt,0013,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_38227751,7.682783603668213,6.880599021911621,0.7580441144301784,1.752150058746338,3.1731252308154,4.045942807118826,2.919773389732078,nan,
cascade:runs/vaani_tier46_refiner/best.pt,0014,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0032,4.871284484863281,3.362393379211426,0.839164676407478,1.6667554378509521,2.7853050443723926,3.6976819892269575,2.4707940428544237,nan,But popular feeling on both sides was now aroused.
cascade:runs/vaani_tier46_refiner/best.pt,0015,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26127944,13.372579574584961,13.487759590148926,0.828784158421532,1.3894686698913574,3.0710927755959103,4.099766782958489,2.7510754600230327,nan,अपना बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ बाद़ �
cascade:runs/vaani_tier46_refiner/best.pt,0016,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27749300,4.8660759925842285,3.75166654586792,0.6856369100567367,1.645519733428955,2.6764480544791565,3.4157528629360554,2.1239012847514163,nan,Thank you.
cascade:runs/vaani_tier46_refiner/best.pt,0017,changing_-10,changing,-10.0,False,False,,,ls:2007-132570-0023,7.3762664794921875,6.499801158905029,0.7073627247128572,1.317236065864563,2.048075285313457,3.422158688141171,1.7366347380482645,nan,"No, no, society. There is reason."
cascade:runs/vaani_tier46_refiner/best.pt,0018,changing_-10,changing,-10.0,False,False,,,ls:1926-147987-0028,9.139815330505371,8.64134693145752,0.877591355705293,1.5973007678985596,2.656872282174559,3.65959021301473,2.2382592687137093,nan,earlier than his wife by any one of a dozen simpler devices. He could have left her in the Omaha.
cascade:runs/vaani_tier46_refiner/best.pt,0019,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27749267,6.48027229309082,5.457744598388672,0.7938293683425428,1.61103355884552,2.4211847642474846,3.846456849801622,2.1558278079504087,nan,"Asambal, this board may be moved by..."
cascade:runs/vaani_tier46_refiner/best.pt,0020,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_35077906,9.6153564453125,9.594749450683594,0.6360397796588475,1.2627779245376587,2.9373934226981206,4.017432894688837,2.599532230412985,nan,
cascade:runs/vaani_tier46_refiner/best.pt,0021,changing_-10,changing,-10.0,True,False,,,cvhi:common_voice_hi_26088250,8.570643424987793,8.186930656433105,0.7250936300430175,1.4094715118408203,2.032719583262233,3.1602446025583255,1.7580210297926313,nan,बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रदा बद्रद
cascade:runs/vaani_tier46_refiner/best.pt,0022,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24758420,6.474152088165283,5.81378698348999,0.8094903423338379,1.575153112411499,2.873950272323223,4.050836687731001,2.5607722304577303,nan,बता नहीं यहां क्या चल रहा है
cascade:runs/vaani_tier46_refiner/best.pt,0023,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26018198,12.742022514343262,12.854846954345703,0.6586313874396382,1.299552083015442,2.6330876390575013,3.889206126746619,2.2843147912754977,nan,Would you say you're trying to say anything?
