system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,recovery_s,asr_text
ckpt:runs/vaani_full_r3_nodsp/best.pt,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24360601,17.28376579284668,17.247751235961914,0.9917130121524531,2.5468804836273193,3.2184420544980714,4.130031341440885,2.862429792701635,nan,वेरे चाचा क्रिकेट के शोक्किया खिलाडी हैं
ckpt:runs/vaani_full_r3_nodsp/best.pt,0001,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24359451,12.182266235351562,11.928425788879395,0.9377102397639312,2.214480400085449,2.9693401146462732,3.94816084960579,2.6390960263677545,nan,रेना कोई कोई ख़त्काचिन ने चुपर किंज ने नहीं की आरी टेन.
ckpt:runs/vaani_full_r3_nodsp/best.pt,0002,changing_-10,changing,-10.0,False,False,,,ls:2007-149877-0004,6.844851493835449,5.938599586486816,0.8019005169275716,1.2194092273712158,3.0463561396613184,3.6954617921526935,2.6823759388364543,nan,"fine clothes, good eating, in particular, a company and a point of shift of successful bed."
ckpt:runs/vaani_full_r3_nodsp/best.pt,0003,changing_-10,changing,-10.0,True,False,,,ls:2007-132570-0019,11.252037048339844,10.937061309814453,0.9109481669661726,1.6027278900146484,3.337519976172074,3.5503165965280155,2.857062590970424,nan,and nothing to be seen but the old castle walls. So they helped one another up again as fast as they could.
ckpt:runs/vaani_full_r3_nodsp/best.pt,0004,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0075,10.203179359436035,9.783143043518066,0.9048718045061399,1.491318941116333,3.526132488088661,4.151602038882888,3.2490519761616534,nan,a session of Cromwell to Supreme Power in December 1653 with the title of Lord Protector.
ckpt:runs/vaani_full_r3_nodsp/best.pt,0005,changing_-10,changing,-10.0,True,False,,,ls:1081-128618-0002,6.71245002746582,5.869894027709961,0.6813223131927866,2.0365655422210693,3.494571374724294,4.1059608255849565,3.1984171681650744,nan,Boiled perch with oyster sauce. Prepare and clean the fish and
ckpt:runs/vaani_full_r3_nodsp/best.pt,0006,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_30625449,6.55076265335083,5.548404693603516,0.8054186841338448,1.395939826965332,2.8144455573282965,4.017221316162353,2.500935088319383,nan,अपने क्यारी आपने लग्खुद होनी योस्ट का भी किया बचाओ.
ckpt:runs/vaani_full_r3_nodsp/best.pt,0007,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_35081300,10.839871406555176,10.598593711853027,0.8094147916182282,1.4245338439941406,2.553868485897613,3.867353314783756,2.133732955689538,nan,अगर बाद़ा पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर �
ckpt:runs/vaani_full_r3_nodsp/best.pt,0008,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0034,4.991122245788574,3.3481321334838867,0.7968529134683022,1.2206485271453857,3.4361777529996838,3.660876740292844,2.9775095088886196,nan,were on the side of the enemies. The dunge fleets covered the seas and the welfare
ckpt:runs/vaani_full_r3_nodsp/best.pt,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27761653,5.421489715576172,3.9774415493011475,0.7471390165327286,1.5271917581558228,2.3928371577849146,3.2342101646710906,1.8512588959698697,nan,अदिन लेंगे लेंगे लेंगे लेंगे लेंगे लेंगे लेंगे लेंगे लेंगे विक्ण्ची तरे अपलाई अपलाई अपलाई अपलाई अपलाई अपलाई अपलाई अपलाई अपलाई अपलाई अपलाई अपलाई अपलाई अपलाई अपलाई अपलाई अपलाई अप
