system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,recovery_s,asr_text
ckpt:runs/vaani_no_controller_r3/best.pt,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24360601,14.664019584655762,14.60814094543457,0.9940236354477913,2.595928192138672,3.089572123842237,4.118098490357322,2.727594357984402,nan,मेरे चाचा क्रिकेट के शोक्किया खिलाडी है
ckpt:runs/vaani_no_controller_r3/best.pt,0001,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24359451,8.921886444091797,8.54902172088623,0.937838384546442,2.2541415691375732,3.047791255870463,3.922525283871977,2.691550125916439,nan,रेना को एक और जद्काचिन नहीं चुपर किंख्स नहीं की आरी टेन.
ckpt:runs/vaani_no_controller_r3/best.pt,0002,changing_-10,changing,-10.0,False,False,,,ls:2007-149877-0004,6.874155521392822,5.959036350250244,0.8045239690613696,1.225614070892334,3.0351709378735148,3.6751503775205387,2.6634517010549006,nan,"fine clothes, good eating, in particular, leave a company and a point of shift of successful bed."
ckpt:runs/vaani_no_controller_r3/best.pt,0003,changing_-10,changing,-10.0,True,False,,,ls:2007-132570-0019,10.890116691589355,10.524864196777344,0.9135610602131182,1.6426448822021484,3.324541360788335,3.5855812969034657,2.860788734575962,nan,and nothing to be seen but the old castle walls. So they helped one another up again as fast as they could.
ckpt:runs/vaani_no_controller_r3/best.pt,0004,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0075,10.419357299804688,10.021859169006348,0.9085616020783711,1.5781514644622803,3.499245416285662,4.136861314392402,3.221342791206563,nan,session of Cromwell to Supreme Power in December 1653 with the title of Lord Protector.
ckpt:runs/vaani_no_controller_r3/best.pt,0005,changing_-10,changing,-10.0,True,False,,,ls:1081-128618-0002,7.119920253753662,6.312956809997559,0.6910152056024136,2.09989070892334,3.4433714196959473,4.128060860480153,3.1596731808355267,nan,Boiled perch with oyster sauce. Prepare and clean the fish and
ckpt:runs/vaani_no_controller_r3/best.pt,0006,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_30625449,6.683890342712402,5.730374336242676,0.8062828519753914,1.4302127361297607,3.056958232296935,4.109886046906593,2.73353061695679,nan,अपने किष्डारी आपन लख्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्
ckpt:runs/vaani_no_controller_r3/best.pt,0007,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_35081300,10.71008586883545,10.43705940246582,0.8092646424698032,1.3994104862213135,2.524055298250588,3.913919013139725,2.1437417057261654,nan,
ckpt:runs/vaani_no_controller_r3/best.pt,0008,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0034,4.9675822257995605,3.31437349319458,0.7899071751890466,1.2178407907485962,3.4348406237375206,3.720548766888852,3.014053924389268,nan,"were on the enemies. The dunes, which sleets covered the seas and the welfare"
ckpt:runs/vaani_no_controller_r3/best.pt,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27761653,5.200438499450684,3.7343554496765137,0.7444700900377808,1.5584685802459717,2.3840727872801333,3.588314545921601,1.9856317685317644,nan,अदिन लेएडिन तो पर है वेकन्सी करे अपलाई
