system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,recovery_s,asr_text
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24360601,13.210753440856934,13.142568588256836,0.9929335289804887,2.6206064224243164,3.0917304422803196,4.123782095671427,2.7321539443096787,nan,मेरे चाचा क्रिकेट के शोक्किया खिलाडी है
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0001,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24359451,9.900428771972656,9.552009582519531,0.9380952462636328,2.2438454627990723,3.045555666867003,3.946111373242867,2.7003200330086807,nan,रेना को एक और जद्काचिन नहीं चुपर किंख्स नहीं की आरी टेन.
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0002,changing_-10,changing,-10.0,False,False,,,ls:2007-149877-0004,6.833858489990234,5.901461601257324,0.8055283021343083,1.2251262664794922,2.997446705535653,3.6903529869350624,2.6350201035581833,nan,"fine clothes, good eating, in particular, a company and a point of shift of successful bed."
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0003,changing_-10,changing,-10.0,True,False,,,ls:2007-132570-0019,10.980595588684082,10.640798568725586,0.9151084213604981,1.6287245750427246,3.322104782432434,3.539607337557769,2.842361478111435,nan,and nothing to be seen but the old castle walls. So they helped one another up again as fast as they could.
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0004,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0075,10.363774299621582,9.96597671508789,0.9086407818495739,1.5681086778640747,3.4975041293158458,4.142780865939328,3.2227174067342275,nan,a session of Cromwell to Supreme Power in December 1653 with the title of Lord Protector.
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0005,changing_-10,changing,-10.0,True,False,,,ls:1081-128618-0002,7.120794773101807,6.238527774810791,0.6862291192228196,2.1264121532440186,3.444279357967717,4.126562262038659,3.1592389429929804,nan,Boiled perch with oyster sauce. Prepare and clean the fish and
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0006,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_30625449,6.638095378875732,5.66676139831543,0.8062842769826759,1.4142693281173706,3.035265684608615,4.107209025091841,2.713500673554188,nan,अपने किष्डारी आपन लख्च्ट्वे भूनी योज्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0007,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_35081300,10.603581428527832,10.298551559448242,0.8103102709628597,1.3938860893249512,2.5370683330914594,3.9400414111940396,2.163387281566194,nan,अगर बाद़ा वाद़ा पर खेल अगर न सेगावाद लगावाद पर खेल गें सेगावाद वाद़ा पर खेल गें सेगावाद वाद़ा वाद़ा वाद़ा वाद़ा वाद़ा वाद़ा वाद़ा वाद़ा वाद़ा वाद़ा वाद़ा वाद़ा वाद़ा वाद़ा वाद़
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0008,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0034,4.973724365234375,3.3230361938476562,0.7897987941679171,1.2209582328796387,3.457779250946274,3.7856357192626326,3.0648958550644188,nan,were on the enemies. The dilution fleets covered the seas and the welfare
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27761653,4.873115062713623,3.1767547130584717,0.7503165546013616,1.5569159984588623,2.3268749323309263,3.414453304391979,1.8836040570170778,nan,अदिन लेएडिन तो पर है वेकन्सी करे अपलाई
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0010,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_26131771,-7.281159400939941,-6.694842338562012,0.8911590439927435,2.7241122722625732,2.6639685506792414,3.712900174585304,2.3255027632298253,nan,तने वाद आईंस्टीन
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0011,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26131962,10.494626998901367,10.217947006225586,0.7947849736239129,1.5803850889205933,2.7301964277550748,3.882029580786056,2.464769750144302,nan,बहुट चल रहा है
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0012,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27761476,9.718417167663574,9.235950469970703,0.8045203466758333,1.7507987022399902,2.604451922283696,4.053294691396747,2.1462974127414833,nan,जिन्दार भिली के जिटु जाएब खे सब वुड
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0013,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_38227751,6.175267696380615,4.976487636566162,0.7365587275596795,1.6481022834777832,2.9066807566672574,3.748434154288061,2.57683460971318,nan,minä otan nyt aina vihjelmää ykköhäämään suuri rupeen.
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0014,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0032,4.094295501708984,2.0758538246154785,0.8084107834078068,1.3878326416015625,2.6520079826600753,3.4726357007340654,2.300739728459816,nan,But popular feeling on both sides was now around.
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0015,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26127944,11.468602180480957,11.18959903717041,0.7957835075591896,1.3147883415222168,2.9119637073061955,4.070494917503587,2.5736445958389256,nan,अद्रे अम्ताद ते प्रटर पालोवाश जाँनी अपीचे की अस्वित अच्छानी
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0016,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27749300,4.612879276275635,3.166837692260742,0.6489650857811262,1.603726863861084,2.6199649979680784,3.35472892777633,2.0071708311505456,nan,Thank you.
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0017,changing_-10,changing,-10.0,False,False,,,ls:2007-132570-0023,6.185699462890625,4.999763011932373,0.7015821326860625,1.2796308994293213,1.663308096469436,3.4754870255784414,1.4961281488942337,nan,"It's the ball, rise up, dead. No, no, society. There is reason."
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0018,changing_-10,changing,-10.0,False,False,,,ls:1926-147987-0028,7.332086086273193,6.458054065704346,0.8404741856086806,1.381526231765747,2.5926685421768423,3.9369002297359366,2.2753693064619362,nan,earlier than his wife by any one of the dozen simpler devices. He could have left her in the OMA hospital.
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0019,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27749267,5.05072021484375,3.6146349906921387,0.7463452495425096,1.3213260173797607,2.308466868920293,3.5830085617317557,1.9929748962638736,nan,Asambandhi sport me
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0020,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_35077906,7.951052665710449,7.719876766204834,0.6061660673788255,1.2273130416870117,2.775273023591402,3.931112826080173,2.419998732965207,nan,
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0021,changing_-10,changing,-10.0,True,False,,,cvhi:common_voice_hi_26088250,8.188989639282227,7.565690040588379,0.7085476117010906,1.3681893348693848,2.158599996981883,3.0347735025752387,1.807345068831043,nan,अगर गया और लें
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0022,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24758420,5.786430835723877,4.8964080810546875,0.7733638026287721,1.3243043422698975,2.499051190723914,3.955063470503564,2.1616309726625564,nan,बता नहीं यह यह क्या पुंँडा है
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0023,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26018198,12.340044975280762,12.450340270996094,0.68136948415209,1.283436894416809,2.5284925901771675,3.8872644250414945,2.2075986067044027,nan,Would you say you're trying to say anything?
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0024,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_25188823,7.426097393035889,6.8970160484313965,0.860449649799607,1.3920241594314575,2.399786253682955,3.8917906067510915,2.125409529121023,nan,अप्सुप रिएश करेंगी बिद्या बालन अख्वा है विक्रम पटनेस
ckpt:runs/vaani_no_controller_r3_s1/best.pt,0025,changing_-10,changing,-10.0,False,False,,,ls:2007-149877-0001,9.832476615905762,9.36530876159668,0.8968742283270255,1.8076306581497192,2.9970252616224107,3.9101761215816904,2.6758331163790015,nan,"This to him represented in part, High Life, a fair sample of what the whole"
