i,seed,scene,ref_mode,near,wind,m2_bucket,ref_speech_gain_db,snr_db,clipped,n_speech,n_noise,auc_item
0,55:0,command_post,physical,none,no,physical,-18.946006633352788,0.7885083556175232,False,4514,59509,0.8511490225791931
1,55:1,helicopter,mono,pos,yes,-6..+3,0.0,-9.83926773071289,True,4352,33298,0.5
2,55:2,command_post,physical,pos,no,physical,-11.231816822877164,6.557653427124023,False,4198,52602,0.7594724297523499
3,55:3,apc,low_ild,pos,no,-6..+3,1.1592718836504368,-4.520381927490234,True,2818,62907,0.168664813041687
4,55:4,command_post,physical,none,no,physical,-12.65818399549294,10.860986709594727,False,5411,39473,0.8547199964523315
5,55:5,helicopter,physical,pos,no,physical,-14.81213606623733,-17.719608306884766,True,249,83657,0.5658913254737854
6,55:6,apc,low_ild,pos,no,-6..+3,-3.5507879506658604,-13.206647872924805,True,233,89560,0.3539734184741974
7,55:7,command_post,physical,pos,no,physical,-13.365287456170222,9.418184280395508,False,5740,24115,0.8560625314712524
8,55:8,firefight,mono,pos,no,-6..+3,0.0,2.5529842376708984,False,10351,10524,0.5
9,55:9,windy_ridge,physical,pos,yes,physical,-9.321046051360419,16.62921714782715,False,9967,2382,0.7793244123458862
10,55:10,command_post,physical,pos,no,physical,-11.186537667588944,8.664454460144043,False,7251,39064,0.8711361289024353
11,55:11,windy_ridge,physical,pos,yes,physical,-13.83110569044753,15.370481491088867,False,10385,2455,0.890516996383667
12,55:12,patrol,low_ild,pos,yes,-6..+3,-1.0555825293890635,11.002742767333984,False,19722,2974,0.8174797296524048
13,55:13,patrol,low_ild,pos,yes,-6..+3,-3.5423259315794056,40.01860809326172,False,14552,89,0.16125047206878662
14,55:14,apc,stereo,unspatialised,no,-6..+3,0.6172081654292771,-17.403390884399414,True,1087,22401,0.4889882504940033
15,55:15,apc,low_ild,pos,no,-6..+3,-4.757538388709321,-6.308665752410889,True,1341,50655,0.41029754281044006
16,55:16,drone,physical,pos,no,physical,-9.83325243040668,13.054747581481934,False,17561,4437,0.917335033416748
17,55:17,drone,physical,pos,no,physical,-11.67337973528889,10.537677764892578,False,9595,24367,0.8627153635025024
18,55:18,drone,physical,pos,no,physical,-15.8002527553898,12.718717575073242,False,7741,15611,0.7185189723968506
19,55:19,patrol,stereo,unspatialised,no,-6..+3,0.010538526514608293,13.513235092163086,False,7147,23387,0.3761199414730072
20,55:20,command_post,physical,none,no,physical,-11.579889308050092,14.906816482543945,False,20023,31995,0.886949896812439
21,55:21,artillery,physical,pos,no,physical,-11.652246778706129,28.05487632751465,False,16677,2119,0.7510045766830444
22,55:22,firefight,physical,neg,yes,physical,-16.748328284901213,-9.116575241088867,True,8460,8021,0.9030311703681946
23,55:23,firefight,low_ild,pos,yes,-6..+3,-1.4467482622783727,13.713653564453125,True,13360,22093,0.35522836446762085
24,55:24,helicopter,physical,pos,yes,physical,-15.654032965339141,-14.820512771606445,True,1630,70598,0.736502468585968
25,55:25,drone,physical,pos,no,physical,-15.272682178494215,18.9257869720459,False,11124,5056,0.8037664890289307
26,55:26,drone,physical,pos,no,physical,-16.11893662290666,23.330087661743164,False,14065,1291,0.9470624327659607
